"","Date","Blast.Day.Type","Holiday.Type","Time","City","Latitude","Longitude","Province","Location","Location.Category","Location.Sensitivity","Influencing.Event.Event","Target.Type","Targeted.Sect.if.any","Total.Died.Min","Total.Died.Max","Injured.Min","Injured.Max","No..of.Suicide.Blasts","Temperature.C.","Temperature.F.","Is_Suicide","Is_Drone"
"380","Saturday-April 20-2013","Working Day","","","Bajaur Agency",34.8718,71.5249,"FATA","Outside Headquarter Hospital","Office Building","High","","Civilian","None",4,4,4,"4","1",18.81,65.858,1,0
"381","Tuesday-April 23-2013","Working Day","","","Quetta",30.2095,67.0182,"Baluchistan","Paramilitary check post near the Shiite neighbourhood","Residence","High","Secratian","Civilian","Shiite",6,6,37,"40","1",17.65,63.77,1,0
"382","Monday-April 29-2013","Working Day","","","Peshawar",34.0043,71.5448,"KPK","Jehangir Abad neighbourhood on Arbab Road","Market","High","","civilian","None",8,10,30,"45","",23.69,74.642,1,0
"383","Wednesday-May 1-2013","Holiday","Labour Day","","Shikarpur",28,68.6667,"Sindh","Southern Shikarpur district of Sindh province-some 400 kilometres (250 miles) northeast of Karachi","Mobile","Low","Parliamentary Candidate from National People's Party in Sindh","civilian","None",1,1,2,"2","",30.715,87.287,1,0
"384","Tuesday-May 7-2013","Working Day","","","Hangu",33.5351,71.0713,"KPK","Near Market in the town of Doaba","Market","High","KP 43 Election Candidate Syed Janan of JUIF","Civilian","None",12,12,35,"40","",25.335,77.603,1,0
"385","Wednesday-May 8-2013","Working Day","","5:30am","Bannu",32.935,70.6688,"KPK","Domail Police station Bannu","Police","High","Bannu Police","Police","None",2,3,23,"27","",20.715,69.287,1,0
"386","Saturday-May 11-2013","Holiday","General Elections","Evening","Karachi",24.9918,66.9911,"Sindh","Manghopir","Military","Medium","","Military","",2,2,3,"5","",30.64,87.152,1,0
"387","Sunday-May 12-2013","Holiday","Weekend","Evening","Quetta",30.2095,67.0182,"Baluchistan","Residence IG Police province of Balochistan","Police","High","","Police","None",6,7,45,"68","",23.635,74.543,1,0
"388","Friday-May 24-2013","Working Day","","Noon","Peshawar",34.0043,71.5448,"KPK","Outside Jamia Uloom al-Islamia Peshawar","Religious","High","Afghan Religious Leader Haji Hidayatullah","religious","None",3,3,2,"2","",34.725,94.505,1,0
"389","Monday-June 3-2013","Working Day","","","North waziristan",32.9746,70.1456,"FATA","Razmak town 20kms to the north of Miramshah","Military","High","Security Checkpost","Military","None",NA,NA,2,"2","",21.715,71.087,1,0
"390","Saturday-June 15-2013","Working Day","","Noon","Quetta",30.2095,67.0182,"Baluchistan","Parking of Sardar Bahadur Khan University-Quetta","Educational","Low","","civilian","None",12,14,19,"19","",29.55,85.19,1,0
"391","Saturday-June 15-2013","Working Day","","Noon","Quetta",30.2095,67.0182,"Baluchistan","Bolan Medical Complex","Hospital","Low","Security officials visiting victims of suicide attack on student bus of Sarda Bahdur Khan Women Univrsity ","Police","None",11,11,NA,"","",29.55,85.19,1,0
"392","Tuesday-June 18-2013","Working Day","","4pm","Mardan",34.1982,72.0444,"KPK","Zaragaranoo Kallay-Ittehad Colony Mardan","Park/Ground","Low","Police officials argue that Imran Khan Mohmand-a provincial lawmaker seems to have been the target","civilian","None",27,34,52,"60","",27.465,81.437,1,0
"393","Friday-June 21-2013","Working Day","","","Peshawar",34.0043,71.5448,"KPK","Gulshan Colony","Religious","High","Sectarian strife","Civilian","Shiite",14,15,28,"30","",35,95,1,0
"394","Sunday-June 30-2013","Holiday","Weekend","Evening","Quetta",30.2095,67.0182,"Baluchistan","Hazara Town","Religious","High","Sectarian strife","Civilian","Shiite",28,30,65,"70","",30.915,87.647,1,0
"395","Monday-July 8-2013","Working Day","","","Hangu",33.5351,71.0713,"KPK","Doaba Bazaar","Market","High","Tribal elder Malik Habibullah Khan was the target","Civilian","",6,8,10,"10","",30.72,87.296,1,0
"396","Thursday-July 25-2013","Working Day","","Evening","Sukkur",27.6833,68.8667,"Sindh","Sukkur Barrage Colony","Police","Low","Coordinated assault on ISI sukkur office building","Military","None",8,9,30,"30","2",36.345,97.421,1,0
"397","Friday-July 26-2013","Working Day","","Evening","Kuram Agency ",32.9746,70.1456,"KPK","Parachinar Bazaar","Market","High","","Civilian","Shiite",43,50,180,"200","2",26.015,78.827,1,0
"398","Thursday-August 8-2013","Holiday","Eid Holidays","","Quetta",30.2095,67.0182,"Baluchistan","Police Headquarters Quetta","Police","High","Gathering on Funeral prayers of SHO City Mohibullah who was shot dead earlier in the day","Police","None",30,38,50,"60","1",31.06,87.908,1,0
"399","Sunday-September 22-2013","Holiday","","","Peshawar",34.0043,71.5448,"KPK"," All Saints Church near Qissa Khawani bazaar in  Peshawar","Religious","High","Two suicide attackers blew themselves up outside a church near Qissa Khawani bazaar","Civilian","None",78,81,100,"145","2",29.84,85.712,1,0
"400","Wednesday-October 2-2013","Working Day","","","Chaman",30.9222,66.4447,"Baluchistan","southwestern border crossin between Afghanistan and Pakistan","Office Building","High","","Government Official","None",6,8,10,"16","1",24.42,75.956,1,0
"401","Thursday-October 3-2013","Working Day","","","Hangu",33.5351,71.0713,"KPK","Spin Tall region of Hangu","Residence","High","A Compound of an anti-Taliban militia commander Mullah Nabi Hanafi was targetted by militants","Anti-Militants","None",15,17,22,"22","1",25.96,78.728,1,0
"402","Friday-October 11-2013","Working Day","","","South waziristan",32.3202,69.8597,"FATA","Wana-main town of South waziristan","Military","High","Military Convoy","Military","None",2,2,2,"2","",19.61,67.298,1,0
"403","Wednesday-October 16-2013","Holiday","Eid Holidays","Evening","D. I Khan",31.8238,70.9095,"KPK","Tehsil Kulachi-50km away from D.I Khan","Residence","High","KP Law Minister Israrullah Gandapur was targeted and killed in the attack","Civilian","None",8,9,30,"30","",28.61,83.498,1,0
"404","Saturday-November 16-2013","Holiday","Weekend","","Bannu",32.935,70.6688,"KPK","Near River Kurram bridge","Mobile","High","Targeted van of security forces ","Military","None",0,0,7,"7","",13.09,55.562,1,0
"405","Tuesday-November 19-2013","Working Day","","","North waziristan",32.9746,70.1456,"FATA","Mir Ali town of Miramshah","Park/Ground","High","It is said that Bannu TTP Militant commander Saifuddin was the target","Anti-Militants","None",7,7,1,"1","",12.545,54.581,1,0
"406","Friday-November 22-2013","Working Day","","10:55 AM","Khyber Agency",34.0211,71.2874,"KPK","Torkhan customs office in Landikotal","Office Building","Medium","","Government Official","None",0,0,26,"26","",15.985,60.773,1,0
"407","Tuesday-December 17-2013","Working Day","","Evening","Rawalpindi",33.6058,73.0437,"Punjab","Gracy line area near Airport","Religious","Medium","Sectarian strife","Civilian","Shiite",3,3,14,"","",14.39,57.902,1,0
"408","Wednesday-December 18-2013","Working Day","","Evening","North waziristan",32.9746,70.1456,"FATA","Kharoji checkpoint-about three kilometres east of Miranshah","Military","High","Targeted security checkpoint as a revenge for killing Hakimullah Mahsud","Military","None",5,5,25,"34","",8.19,46.742,1,0
"409","Friday-December 20-2013","Working Day","","","Karachi",24.9918,66.9911,"Sindh","Pakhtoon Chowk close to Old Sabzi Mandi-Karachi","Market","Medium","Inspector Shafiq Tanoli was targeted","Police","None",2,2,20,"21","",18.735,65.723,1,0
"410","Wednesday-January 1-2014","Working Day","","","Quetta",30.2095,67.0182,"Baluchistan","Qambrani Road in Akhtarabad-on the outskirts of Quetta","Transport","High","Sectarian strife","Civilian","Shiite",2,3,30,"31","",1.605,34.889,1,0
"411","Monday-January 6-2014","Working Day","","","Hangu",33.5351,71.0713,"KPK","Shia-dominated Ibrahimzai area of Hangu district","Educational","High","Sectarian strife","Civilian","Shiite",2,2,2,"2","",9.235,48.623,1,0
"412","Thursday-January 9-2014","Working Day","","","Karachi",24.9918,66.9911,"Sindh","Near Essa Nagri at the Lyari Expressway","Mobile","Low","Superintendent of Police (SP) Crime Investigation Department (CID) Chaudhry Aslam was the TTP target","Police","None",3,3,7,"11","",15.395,59.711,1,0
"413","Monday-January 20-2014","Working Day","","7:45 AM","Rawalpindi",33.6058,73.0437,"Punjab","R.A Bazaar","Market","High","TTP claimed this attack as ‘payback’ for a deadly military raid on the Lal Masjid (Red Mosque) in Rawalpindi in 2007.","Military","None",13,13,15,"15","",11.455,52.619,1,0
"414","Thursday-January 23-2014","","","","Peshawar",34.0043,71.5448,"KPK","Kohat road","","","","","",NA,6,NA,"8","",11.11,51.998,1,0
"415","Wednesday-January 29-2014","Working Day","","","Karachi",24.9918,66.9911,"Sindh","North Nazimabad Rangers headquarters","Military","High","Rangers targeted by TTP","Military","None",3,3,0,"1","",19.865,67.757,1,0
"416","Tuesday-February 4-2014","Working Day","","","Peshawar",34.0043,71.5448,"KPK","Kocha Risaldar area of Peshawar","Hotel","Medium","Sectarian strife","Civilian","None",9,9,25,"50","",10.82,51.476,1,0
"417","Friday-February 7-2014","Working Day","","","Khanewal",30.2999,71.9308,"Punjab","","Mobile","Low","Search operation of Security forces","Police","None",0,0,5,"5","",13.335,56.003,1,0
"418","Monday-February 10-2014","Working Day","","","Peshawar",34.0043,71.5448,"KPK","Essa Khel Garhi area of Peshawar","Residence","Low","Search operation of Security forces","Civilian","None",4,4,3,"3","",12.535,54.563,1,0
"419","Thursday-February 13-2014","Working Day","","","Karachi",24.9918,66.9911,"Sindh","Razzaqabad police training college in Karachi's Shah Latif Town","Police","High","TTP revenge","Police","None",11,13,36,"47","",20.305,68.549,1,0
"420","Monday-February 24-2014","Working Day","","","Peshawar",34.0043,71.5448,"KPK","Iranian consulate in University Town","Mobile","High","Sectarian strife","Military","None",2,3,8,"10","",16.13,61.034,1,0
"421","Monday-March 3-2014","Working Day","","","Islamabad",33.718,73.0718,"Capital","District court in Islamabad sector F-8","Office Building","Medium","Judge with Laal masjid case","Government Official","None",11,11,24,"29","",10.81,51.458,1,0
"422","Friday-March 14-2014","Working Day","","","Peshawar",34.0043,71.5448,"KPK","Sarband Area on the outskirts of city","Police","High","Police patrol","Police","None",8,11,32,"45","",17.68,63.824,1,0
"423","Thursday-April 24-2014","Working Day","","","Karachi",24.9918,66.9911,"Sindh","Near old vegetable market","Market","High","Police Inspector Ishfaq Tanoli was the target of the blast","Police","None",2,4,2,"15","",30.56,87.008,1,0
"424","Sunday-May 11-2014","Holiday","","12:40 PM","Peshawar",34.0043,71.5448,"KPK","Inside a mosque in Shahi Bagh area near Tirah IDPs registration center","Religious","High","IDPs of Tirah Valley","Civilian","None",4,5,9,"11","",25.31,77.558,1,0
"425","Wednesday-June 4-2014","Working Day","","9:20:00 AM","Fateh Jang",33.5689,72.6378,"Punjab","At a railway crossing at the junction of Fateh Jang and Rawalpindi","Mobile","Low","Security forces vehicle","Military","None",5,5,5,"5","",31.055,87.899,1,0
"426","Sunday-June 8-2014","Holiday","","","Taftan",28.28,62.35,"Baluchistan","Hotel in Taftan near the Pakistan-Iran border","Hotel","High","Shia pilgrims","Civilian","Shiite",23,30,7,"16","",27.51,81.518,1,0
"427","Monday-June 9-2014","Working Day","","","Karachi",24.9918,66.9911,"Sindh","Jinnah Airport-Airport Road Karachi","","","","","",NA,28,NA,"24","",32.695,90.851,1,0
"428","Thursday-June 19-2014","Working Day","","","Peshawar",34.0043,71.5448,"KPK","Residence of an anti-Taliban peace militia in Matan Adezai area of Peshawar ","Residence","Medium","Farman Ullah-the leader of anti-militants lashkar","Civilian","None",1,2,5,"5","",32.965,91.337,1,0
"429","Tuesday-June 24-2014","Working Day","","","North waziristan",32.9746,70.1456,"FATA","Near a military checkpost in Spinwam village in Shawal valley","Hospital","High","Operation Zarb-e-Azab","Military","None",3,3,1,"1","",28.265,82.877,1,0
"430","Wednesday-September 24-2014","Working Day","","","Peshawar",34.0043,71.5448,"KPK","","Mobile","Medium","the target of the bombing appeared to be Brigadier Khalid Javed-the second most senior officer in the Frontier Corps force","Military","None",4,5,18,"29","",29.84,85.712,1,0
"431","Saturday-October 04-2014","Working Day","","Night","Quetta",30.2095,67.0182,"Baluchistan","Near a girls high school in Hazara Town","Educational","High","Hazara ethnic shitte group","Civilian","Shiite",5,5,12,"12","",26.59,79.862,1,0
"432","Wednesday-October 15-2014","","","","Tirah Valley",33.8679,70.51364,"FATA","Pir Mela Area of Tirah Valley in Khyber Agency","","","","","",NA,7,NA,"5","",17.21,62.978,1,0
"433","Thursday-October 23-2014","Working Day","","","Quetta",30.2095,67.0182,"Baluchistan","","Park/Ground","Medium","Jamiat Ulema-e-Islam-Fazl (JUI-F) chief Fazlur Rehman had a narrow escape as a suicide bomber detonated explosives near his vehicle outside a political rally in Quetta ","Civilian","None",2,3,15,"20","",21.405,70.529,1,0
"434","Sunday-November 02-2014","Holiday","Weekend","","Wagah",31.6047,74.5729,"Punjab","Pak-India Border Crossing on Grand Trunk Road","Military","High","","Civilian","None",45,55,70,"120","",22.18,71.924,1,0
"435","Tuesday-December 16-2014","","","","Peshawar",34.0043,71.5448,"KPK","Army Public School","","","","","",NA,148,NA,"132","",9.86,49.748,1,0
"436","Sunday-December 28-2014","","","","Zhob",31.35,69.45,"Balochistan","Ismailzai","","","","","",NA,2,NA,"0","",8.445,47.201,1,0
"437","Friday-January 30-2015","","","","Shikarpur",28,68.6667,"Sindh","Imambargah","","","","","",60,62,NA,"39","",16.225,61.205,1,0
"438","Friday-February 13-2015","","","","Peshawar",34.0043,71.5448,"KPK","Imambargah","","","","","",NA,21,NA,"60","",17.235,63.023,1,0
"439","Tuesday-February 17-2015","","","","Lahore",31.5451,74.3407,"Punjab","Near Police Line ","","","","","",5,9,NA,"","",18.68,65.624,1,0
"440","Wednesday-February 18-2015","","","","Rawalpindi",33.6,73.0333,"Punjab","Qasre-sina Imambargah-kurri road","","","","","",NA,5,NA,"6","",15.25,59.45,1,0
"441","Sunday-March 15-2015","","","","Lahore",31.5451,74.3407,"Punjab","Outside Church","","","","","",NA,17,70,"72","",18.63,65.534,1,0
"442","Friday-March 20-2015","","","","Karachi",24.9918,66.9911,"Sindh","Roadside Qalandria Chowk North Nazimabad","","","","","",2,3,0,"0","",27,80.6,1,0
"443","Wednesday-May 6-2015","Working Day","","","KURRAM AGENCY",32.9746,70.1456,"FATA"," outside a high-school football ground in Alizai area of Lower Kurram Agency","","","","","",2,3,NA,"3","",25.985,78.773,1,0
"444","Tuesday-May 26-2015","Working Day","","","Karachi",24.9918,66.9911,"Sindh","Orangi Town Faqeer Colony","","","","Rangers","",1,2,NA,"","",33.05,91.49,1,0
"445","Tuesday-May 26-2015","Working Day","","","Karachi",24.9918,66.9911,"Sindh","Orangi Town Faqeer Colony","","","","","",NA,5,NA,"","",33.05,91.49,1,0
"446","Friday-May 29-2015","Working Day","","","Lahore",31.5451,74.3407,"Punjab","Kalma Chowk near  Qaddafi Stadium","","","","","",1,2,NA,"6","",34.08,93.344,1,0
"447","Saturday-June 06-2015","Weekend","","","Sargodha",32.0836,72.6711,"Punjab","near Ghausia Market Sargodha","","","","","",NA,2,NA,"6","",29.9,85.82,1,0
"448","Monday-June 08-2015","Working Day","","","North waziristan",32.9746379,70.1455,"FATA","near the Afghan border in Pakistan's restive North Waziristan tribal area","","","The clashes were marked by an intense exchange of fire between security forces and militants-the report added. Of the 19 militants killed-five were militant commanders. The seven soldiers were killed when one of the militants detonated a suicide vest while being chased by troops.","","",7,19,NA,"","",26.82,80.276,1,0
"449","Thursday-June 11-2015","Working Day","","","Peshawar",34.0043,71.5448,"KPK","Peshawar’s Hayatabad area ","","","","","",1,2,4,"7","",30.58,87.044,1,0
"450","Monday-June 29-2015","Working Day","","","Lahore",NA,NA,"Punjab","A house in Sheikhupura district ","","","","","",1,4,NA,"http://www.samaa.tv/pakistan/29-Jun-2015/shootout-after-suicide-attack-in-lahore","",NA,NA,1,0
"451","Friday-July 17-2015","Holiday","","","Quetta",NA,NA,"Balochistan","Entrance of a Shiite neighborhood in southwestern Pakistan","",""," a suicide attacker has detonated his explosive vest at the entrance of a Shiite neighborhood in southwestern Pakistan killing one security guard.","","",1,1,NA,"","",NA,NA,1,0
"452","Sunday-Aug 16-2015","Holiday","","","ATTOCK",33.768734,72.362147,"Punjab","Political office in Attock’s Shadi Khan area","",""," Punjab home minister Colonel (retd) Shuja Khanzada was killed in a suicide attack on his political office in Shadi Khan village Attock Sunday along with 16 others.","","",16,19,23,"25","",28.655,83.579,1,0
"453","Thursay-Aug 27-2015","Working Day","","","MULTAN",30.193636,71.449009,"Punjab"," house in the town of Pir Mahal","","","","","",4,4,NA,"2","",33.575,92.435,1,0
"454","Tuesday-Sep 01-2015","Working Day","","","Khyber Agency",34.021103,71.287421,"KPK"," a local government office in Jamrud Bazaar area   Khyber Agency","","","","","",3,6,50,"56","",28.225,82.805,1,0
"455","Sunday-Sep 20-2015","Holiday","","","Karachi",24.879503,67.174575,"Sindh","Residential Building in Rafah-e-Aam Society in Karachi","Residential Building","Low","A suicide bomber blew himself up during a joint action by police and Rangers early on Sunday morning in Rafah-e-Aam Society in Karachi. The blast injured 2 police officers. The attackers were scheming for terrorist activities on Eid-ul-Azha.","Police & Rangers","",1,NA,2,"","1",35,95,1,0
"456","Wednesday-Oct 14-2015","Working Day","","","Taunsa",30.712665,70.658161,"Punjab","At PoliticalParty MP's office on College road Taunsa DGK.","","","Public meeting with MPA was targeted at political party office.","","",7,NA,10,"20","1",29.11,84.398,1,0
"457","Thursday-Oct-22-2015","Holiday","Ashura Holiday","","Quetta",30.182971,66.998734,"Balochistan","Shiite mosque in southwest Pakistan's Sibi district ","Religious","","Attack took place when the Shiites were holding a gathering ahead of the Ashoura, a key religious event. ","Religious","Shiite",10,11,12,"15","1",16.25,61.25,1,0
"458","Friday-Oct-23-2015","Holiday","Ashura Holiday","","Jacobabad",28.274681,68.712889,"Sindh","Attack on Muharram Procession in Jacobabad near Lashari Muhalla","","","Attack on Muharram procession","Religious","Shiite",22,23,40,"40+","",28.59,83.462,1,0
"459","Tuesday-Dec-29-2015","Working Day","","","Mardan",34.200114,72.050801,"KPK","NADRA office Nisatta Road  Mardan","Government","","","Civilian","",21,26,50,"56","",13.53,56.354,1,0
"460","Wednesday-Jan 13-2016","Working Day","","","Quetta",30.165686,67.00178,"Balochistan"," Polio centre in Satellite town Quetta","","","Attack on Polio Centre","Civilian & Police","None",15,15,25,"36","",6.855,44.339,1,0
"461","Tuesday-Jan 19-2016","Working Day","","","Peshawar",33.999533,71.42502,"KPK"," check post in Karkhano Market- adjacent to Jamrud in Khyber Agency","","","Attack on Check Post","","None",10,12,20,"25","1",11.645,52.961,1,0
"462","Friday-Jan 29-2016","Working Day","","","Zhob",31.341261,69.448659,"Balochistan","Suicide Bomber Attacks Army Facility ","","","","Army","None",0,0,5,"6","1",11.125,52.025,1,0
"463","Saturday-Feb 06-2016","Working Day","","","Quetta",30.199805,67.010157,"Balochistan","Attack on vehicle of Frontier Corps  near Liaquat Park Quetta ","",""," Attack on vehicle of Frontier Corps ","Frontier Corps ","None",9,11,30,"35","1",9.945,49.901,1,0
"464","Saturday-Mar 07-2016","Working Day","","","Shabqadar-Charsadda",34.149433,71.742781,"KPK","Attack outside of session court in Shab-Qadar Charsadda ","","","","","None",10,20,27,"31","1",16.715,62.087,1,0
"465","Sunday-Mar 27-2016","Holiday","","","Lahore",31.51293,74.28899,"Punjab","Attack in children's play area of Park in Lahore","","","","","Christian",70,72,233,"300","1",22.565,72.617,1,0
"466","Saturday-Apr 16-2016","Working Day","","","Khyber Agency",34.047839,71.28436,"FATA","Hujra of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil of Khyber Agency","Residence","High","","Civilian","None",2,2,0,"0","1",25.405,77.729,1,0
"467","Tuesday-Apr 19-2016","Working Day","","","Mardan",34.207854,72.049453,"KPK","Mardan Excise and Taxation Department located in Cantonment Area on Mall Road in Mardan District","Government","High","Attack on Mardan Excise and Taxation Department","Government Official","None",1,1,10,"18","1",23.105,73.589,1,0
"468","Monday-May 30-2016","Working Day","","","Mardan",34.195682,72.037771,"KPK","Mardan City Police Station","Police","High","Attack on City Police Station, Mardan","Police","None",1,1,12,"15","1",30.02,86.036,1,0
"469","Monday-Aug 08-2016","Working Day","","","Quetta",30.194225,67.008822,"Balochistan","Civil Hospital, Quetta","Government","High","The fatalities were mainly advocates","advocates (lawyers)","None",70,70,112,"120","",29.585,85.253,1,0
"470","Friday-Sep 02-2016","Working Day","","5:50 AM","Mardan",34.195776,72.036565,"KPK","Mardan District Court","Government","High","Attack on District Court, Mardan","Civilian","None",13,14,52,"60","1",27.805,82.049,1,0
"471","Tuesday-Sep 13-2016","Holiday","Eid ul Azha Holiday","7:30 AM","Shikarpur",28.002718,68.730383,"Sindh","Imambargah","Religious","High","Attack on Shia Imambargah on Eid ul Azha Prayer","religious","Shiite",0,0,10,"13","",31.945,89.501,1,0
"472","Friday-Sep 16-2016","Working Day","","1:30 PM","Mohmand Agency ",34.400331,71.560424,"FATA","Jamea Masjid, Pai Khan","Religious","High","Attack on Masjid During Jumma Prayer","religious","",16,36,22,"","1",28.68,83.624,1,0
"473","Tuesday-Oct-25-2016","Working Day","","12:00am","Quetta",30.14283,66.98195,"Balochistan","police training center","Government","High","Attack on Police Training Center, Saryab Road, Quetta","Police","",58,61,100,"165","2",14.545,58.181,1,0
"474","Saturday-Nov-12-2016","Weekend","","6:00 PM","Khuzdar",25.776775,67.02239,"Balochistan","Dargah Shah Noorani Shrine","Religious","High","Attack on Dargah Shah Noorani in Khuzdar district","Civilian","None",45,52,100,"100","1",NA,NA,1,0
"475","Sturday-Nov-26-2016","Weekend","","6:00 AM","Mohmand Agency",34.325826,71.398789,"FATA","FC Check Post","Military","High","Attack Camp of Mohmand Rifles in Mohmand Agency Headquarters, Ghalani, Mohmand Agency","Military","None",2,2,14,"14","4",NA,NA,1,0
"477","Friday, June 18, 2004",NA,NA,"22:00","south Waziristan",33.0333,69.9,"FATA","Near Wana",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,28.475,83.255,0,1
"478","Sunday, May 08, 2005",NA,NA,"23:30","North Waziristan",32.9746,70.1455,"FATA","Mir Ali (Near Afghan Border)",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,11.475,52.655,0,1
"479","Thursday, December 01, 2005",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Haisori- Miran Shah",NA,NA,NA,NA,NA,NA,5,NA,"2",NA,7.08,44.744,0,1
"480","Friday, January 06, 2006",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Saidgai village- 115km north of Wana",NA,NA,NA,NA,NA,NA,3,NA,"2",NA,0.535,32.963,0,1
"481","Friday, January 13, 2006",NA,NA,"3:00","Bajaur  Agency",34.6833,71.5,"FATA","Damadola Village",NA,NA,NA,NA,NA,NA,18,NA,"2",NA,10.025,50.045,0,1
"482","Monday, October 30, 2006",NA,NA,"","Bajaur  Agency",34.6833,71.5,"FATA","Chenagai",NA,NA,NA,NA,NA,NA,82,NA,NA,NA,18.12,64.616,0,1
"483","Friday, April 27, 2007",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Saidgai village",NA,NA,NA,NA,NA,NA,4,NA,"2",NA,25.77,78.386,0,1
"484","Tuesday, June 19, 2007",NA,NA,"10:30","North Waziristan",32.9746,70.1455,"FATA","MamiRogha- Dattakhel",NA,NA,NA,NA,NA,20,32,NA,"15",NA,24.395,75.911,0,1
"485","Friday, November 02, 2007",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dandey darpakhel-Miranshah",NA,NA,NA,NA,NA,5,10,6,"12",NA,15.325,59.585,0,1
"486","Monday, December 03, 2007",NA,NA,"","Bannu",32.9861,70.6042,"KPK","Jani Khel",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,13.79,56.822,0,1
"487","Tuesday, January 29, 2008",NA,NA,"4:00","North Waziristan",32.9746,70.1455,"FATA","Khushali village",NA,NA,NA,NA,NA,12,13,NA,"2",NA,2.18,35.924,0,1
"488","Thursday, February 28, 2008",NA,NA,"2:00","south Waziristan",33.0333,69.9,"FATA","Kalosha",NA,NA,NA,NA,NA,8,13,NA,"3",NA,15.575,60.035,0,1
"489","Sunday, March 16, 2008",NA,NA,"15:35","South Waziristan",33.0333,69.9,"FATA","Dhok Pirbagh- WANA",NA,NA,NA,NA,NA,NA,20,5,"8",NA,18.32,64.976,0,1
"490","Tuesday, April 01, 2008",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miran shah",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,16.21,61.178,0,1
"491","Wednesday, May 14, 2008",NA,NA,"20:00","Bajaur  Agency",34.6833,71.5,"FATA","Damadola Village- near Afghan border",NA,NA,NA,NA,NA,12,20,NA,NA,NA,27.24,81.032,0,1
"492","Saturday, June 14, 2008",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Makeen",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,27.975,82.355,0,1
"493","Monday, July 28, 2008",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Azam Warsak- Near Wana",NA,NA,NA,NA,NA,6,7,NA,"3",NA,27.47,81.446,0,1
"494","Wednesday, August 13, 2008",NA,NA,"20:30","South Waziristan",33.0333,69.9,"FATA","Baghar near Angoor adda- WANA",NA,NA,NA,NA,NA,10,20,NA,NA,NA,26.855,80.339,0,1
"495","Wednesday, August 20, 2008",NA,NA,"19:00","south Waziristan",33.0333,69.9,"FATA","Zari Noori area",NA,NA,NA,NA,NA,6,8,NA,"3",NA,25.555,77.999,0,1
"496","Wednesday, August 27, 2008",NA,NA,"","South waziristan",33.0333,69.9,"FATA","Ganghikhel area",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,25.235,77.423,0,1
"497","Saturday, August 30, 2008",NA,NA,"16:30","south waziristan",33.0333,69.9,"FATA","Ganghikhel- WANA",NA,NA,NA,NA,NA,4,6,2,"4",NA,24.175,75.515,0,1
"498","Saturday, August 30, 2008",NA,NA,"15:00","North Waziristan",32.9746,70.1455,"FATA","Gundikili village- Miranshah",NA,NA,NA,NA,NA,NA,6,NA,"8",NA,24.255,75.659,0,1
"499","Thursday, September 04, 2008",NA,NA,"17:00","North Waziristan",32.9746,70.1455,"FATA","Muhammand Khel- Miranshah",NA,NA,NA,NA,NA,4,6,NA,"5",NA,24.8,76.64,0,1
"500","Friday, September 05, 2008",NA,NA,"9:00","North Waziristan",32.9746,70.1455,"FATA","Gorveek- Miranshah",NA,NA,NA,NA,NA,6,10,NA,NA,NA,22.645,72.761,0,1
"501","Monday, September 08, 2008",NA,NA,"10:20","North Waziristan",32.9746,70.1455,"FATA","Dandey darpakhel-Miranshah",NA,NA,NA,NA,NA,17,25,19,"25",NA,20.55,68.99,0,1
"502","Friday, September 12, 2008",NA,NA,"5:30","North Waziristan",32.9746,70.1455,"FATA","Tol khel",NA,NA,NA,NA,NA,12,14,12,"14",NA,25.485,77.873,0,1
"503","Wednesday, September 17, 2008",NA,NA,"","south waziristan",33.0333,69.9,"FATA","Angoor Adda",NA,NA,NA,NA,NA,5,7,3,"6",NA,22.615,72.707,0,1
"504","Wednesday, October 01, 2008",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mirali",NA,NA,NA,NA,NA,4,6,NA,"9",NA,24.64,76.352,0,1
"505","Friday, October 03, 2008",NA,NA,"16:00","North Waziristan",32.9746,70.1455,"FATA","Muhammand Khel- Miranshah",NA,NA,NA,NA,NA,20,21,NA,"6",NA,24.585,76.253,0,1
"506","Thursday, October 09, 2008",NA,NA,"22:00","North Waziristan",32.9746,70.1455,"FATA","Tapai-Miranshah",NA,NA,NA,NA,NA,6,9,NA,NA,NA,19.255,66.659,0,1
"507","Saturday, October 11, 2008",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,4,9,NA,"2",NA,22.595,72.671,0,1
