"","�..eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"77591",200503190002,2005,3,19,"",0,"",153,"Pakistan",6,"South Asia","Punjab","Fatehpur",31.177809,71.209295,1,0,"","03/19/2005: An unknown suicide bomber blew himself up at the Shrine of Saint Cheese Shah where a memorial service was being held in Fatehpur, Pakistan.  Exploding in a crowd of pilgrims, the bomb killed 50 and injured about 40 others. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",NA,".","Sufism","Shrine of Saint Cheesal Shah",153,"Pakistan",14,"Private Citizens & Property",69,"Religion Identified","Pilgrims and worshippers at the Shrine of Saint Cheesal Shah","Pakistan",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","Near the point of the explosion, a man's remains were found indicating that a suicide bomber had perpetrated the attack.",51,0,1,NA,0,0,1,3,"Minor (likely < $1 million)",-99,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"A second, unexploded bomb was found near the site of the first explosion. Authorities safely defused the device.","“Pakistan: Death Toll in Shrine Blast Reaches 50,” The News, March 21, 2005.","Maaz Khan, “Blast at Muslim Shrine in Southwestern Pakistan Kills 39 Worshippers,” Agence France Presse, March 20, 2005.","Maaz Khan, “Official Confirms 35 Dead After Bombing at Muslim Shrine in Pakistan,” Agence France Presse, March 19, 2005.","CETIS",-9,-9,0,-9,""
"78088",200505270002,2005,5,27,"",0,"",153,"Pakistan",6,"South Asia","Islamabad Capital Territory","Islamabad",33.708988,73.053857,1,0,"","05/27/2005: An unidentified suicide bomber blew himself up at the Bari Imam Shrine in Islamabad, Pakistan killing 20 people and injuring 100 others. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",NA,".","Shi`i Isam","The Bari Imam Shrine in Islamabad",153,"Pakistan",14,"Private Citizens & Property",69,"Religion Identified","Civilians","Shi`i worshippers at the Bari Imam Shrine in Islamabad",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","The bomb was composed of C-4 explosive material.",20,0,1,100,0,0,1,4,"Unknown",-99,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","“AFP: Death Toll in Pakistan Shrine Blast Rises to At Least 19,” Agence France Presse, May 27, 2005.","Farrukh Khan, “Pakistan: Officials Probing Possible RAW ‘Involvement’ in Islamabad Shrine Blast,” The Nation, May 28, 2005.","Shazad Malik, “Pakistan: Experts say Suicide Bomber used C-4 Explosive in Islamabad Shrine Blast,” Daily Times, May 30, 2005.","CETIS",-9,-9,0,-9,""
"78116",200505300004,2005,5,30,"",0,"",153,"Pakistan",6,"South Asia","Sindh","Karachi",24.893379,67.028061,1,0,"","05/30/2005: A suicide bomber detonated explosives inside a Shi`i mosque in Karachi, Pakistan, killing 2 people, including a policeman and a worshipper, and injuring 23 others. Two other assailants were killed by police guards before they could detonate their explosive belts. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","Shi`i mosque","Occupants of a Shi`i mosque",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,3,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",5,"Firearms",2,"Automatic Weapon",NA,".",NA,".",NA,".",NA,".","",5,0,3,23,0,0,-9,4,"Unknown",-99,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","“Pakistan: Three Assailants, Policeman Killed in Karachi Shia Mosque Blast,” The News, May 30, 2005.","“Five die, several injured in Masjid Madinatul Ilm suicide attack,” The Pakistan Newswire, May 30, 2005.","“Suicide attack on Pakistan mosque leaves five dead,” Agence France Presse, May 30, 2005.","CETIS",-9,-9,0,-9,""
"78472",200507240006,2005,7,24,"",0,"",153,"Pakistan",6,"South Asia","Unknown","Unknown",NA,NA,5,0,"At the Gate of Friendship along the Pakistan-Afghanistan Border","07/24/2005: A suicide bomber detonated a bomb along the Pakistan-Afghanistan border, killing himself and injuring three others. The bomber was targeting trucks that were supplying fuel to U.S. forces in Kandahar (Province), Afghanistan. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",11,"Maritime",59,"Oil Tanker","Transport refueling trucks","Oil tankers used for refueling US military equipment",4,"Afghanistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The attack was aimed at disrupting fuel supplies for US forces along the Pakistan-Afghanistan border",0,NA,NA,2,1,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",1,0,1,3,0,1,-9,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","“Terrorist Blown Up, Three Injured Along Pak-Afghan Border,” The Pakistan Newswire, July 24, 2005.","“Man Dies in Pakistan Trying to bomb Truck Supplying US Afghanistan Force,” AFX News Limited – Asia, July 24, 2005.","","CETIS",-9,-9,1,1,""
"78843",200509140004,2005,9,14,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Pishin district",30.703012,67.09404,3,0,"In Samzai in the district.","09/14/2005: Unidentified perpetrators bombed a Sunni madrassa in Pakistan’s Pishin (District) killing one person and injuring four others. The man killed was an Afghan national who had been visiting the madrassa. While the police did not confirm that the explosion was a suicide bombing, two of the injured individuals were found with five homemade bombs. No group claimed responsibility for the bombing.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",8,"Educational Institution",50,"Other Personnel","A Pakistani citizen","Maulana Jamaluddin, the chief of a Sunni Islamic school in Balochistan province of Pakistan.",153,"Pakistan",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","A Pakistani civilian","A Pakistani civilian attending the Islamic Sunni seminar at the madrassa.",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,3,2,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","The police found 5 other homemade bombs on one of the injured perpetrators.",1,0,1,4,0,2,1,4,"Unknown",-99,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The police could not determine whether it was a suicide attack targeting the Sunni Muslim school and its chief, or whether the bomb was meant for elsewhere and went off prematurely.","""Bomb explosion in Islamic school in Pakistan kills one, injures four,” Associated Press Worldstream, September 14, 2005.","""One Killed as Bomb Explodes in Pakistani Islamic Seminary,” Agence France Presse, September 14, 2005.","","CETIS",-9,-9,0,-9,""
"79663",200602090002,2006,2,9,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Hangu",33.533541,71.057467,1,0,"","02/09/2006: At least 31 people were killed and more than 50 were injured in a suicide bomb attack and ensuing riots in the town of Hangu in the North-West Frontier Province of Pakistan. The suicide bomber blew himself up during the Ashura procession, the holiest day and festival for Shi`i Muslims. The attack triggered a riot, in which worshippers torched cars and shops and exchanged gunfire with police. A private television channel, GEO, said it had received calls claiming responsibility by banned militant outfits.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Ashura festival","Ashura festival procession in Hangu, Pakistan",153,"Pakistan",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in Hangu, Pakistan",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,1,0,1,2,"Call (post-incident)",NA,NA,".",NA,NA,".",-9,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",31,NA,1,50,NA,0,1,4,"Unknown",NA,"Most of the bazaar, where the bomb was detonated, was destroyed by the explosion and ensuing riots.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Riaz Khan, “At Least 32 Killed in Pakistan Violence,” Associated Press, February 10, 2006.","“Pakistan On Alert After Religious Violence Kills 31,” Agence France Presse, February 10, 2006.","“Roundup: Pakistani Investigators Confirm Suicide Procession Bombing,” Deutsche Presse Agentur, February 11, 2006.","CETIS",-9,-9,0,-9,""
"79971",200603020001,2006,3,2,"",0,"",153,"Pakistan",6,"South Asia","Sindh","Karachi",24.893379,67.028061,1,0,"","03/02/2006: An unidentified driver detonated a car bomb while driving past the U.S. Consulate in Karachi, Pakistan killing a himself, a U.S. Consulate worker and at least three others. There was no responsibility immediately taken for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",7,"Government (Diplomatic)",NA,".","U.S. Consulate","Unknown",217,"United States",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,NA,NA,-9,NA,".",NA,NA,".",NA,NA,".",-9,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",5,1,1,50,0,0,-9,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Kenneth R. Bazinet, NO STOPPING BUSH. Pakistan blast fails to deter Prez's visit, Daily News (New York), March 3, 2006.","Isambard Wilkinson, American diplomat killed by car bomber, The Daily Telegraph (London), March 3, 2006.","","CETIS",-9,-9,1,1,""
"80335",200604110005,2006,4,11,"",0,"",153,"Pakistan",6,"South Asia","Sindh","Karachi",24.893379,67.028061,1,0,"","04/11/2006: A suicide bomber climbed onto the stage at a religious ceremony organized by Sunni Jamaat-e-Ahle Sunnat commemorating the anniversary of the Prophet Muhammad's birth in the Nishtar Park area of Karachi, Pakistan and detonated, killing 57 people and injured up to 125 others. Authorities later indentified the head of the suicide bomber at the scene. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Religious Freedom in Pakistan","Religious ceremony in Nishtar Park area for Muhammad's birth",153,"Pakistan",2,"Government (General)",NA,".","Government of Pakistan","Religious ceremony in Nishtar Park area for Muhammad's birth",153,"Pakistan",NA,".",NA,".","","",NA,".","Lashkar-e-Jhangvi","","","","",1092,NA,NA,"","Create unrest to avenge the Sindhi government's policy against religious extremism",0,NA,NA,7,3,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","The bomber used about 11 pounds of explosives obtained locally according to Niaz Siddiqui, chief of police in Karachi. Siddiq's explosive jacket had 7/8 kg explosive and 3,000 ball bearing.",57,0,1,125,0,0,1,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"--The event at Nishtar Park was the biggest such celebration in Pakistan, and about 50,000 people had gathered for the ceremony, including several prominent religious figures who were seated on a wooden stage directly at the center of the explosion. Prominent religious personalities, including Tehrik Awam Ahli-Sunnat chief Haji Mohammad Hanif Billo, Itikhar Bhatti, Abbas Qadri, Akram Qadri and Hafiz Mohammd Taqi, died in the blast. Investigators were looking into the fact that there might have been two suicide bombers or if the bomb was remote control, and later decided it was a suicide attack. --Soon after Tuesday's bombing, violence erupted in nearby southern areas of Karachi, where support runs high for Tehrik, Karachi's largest Sunni Muslim religious group, which had grieved that not enough security had been provided to their leaders and whose head died in this incident, as groups of youths burned at least three gas stations, buses, a fire truck, police van and ambulance. Muttahida Majlis-e-Amal [MMA] chief Qazi Hussain Ahmed blamed the Muttahida Qaumi Movement (MQM), which had killed Sunni Tehrik leaders in the past. Suspicions as to who was behind the attack varied greatly, and the attack gained attention and comment around the world. --A three day mourning period afterwards was declared, which affected daily business. -- On 06/15/07, the Sindh Home Department identified Lashkar-e Jhangvi as the network behind the attack and Mohammad Siddiq as the bomber by matching the DNA taken from his head with that of his brother. Of the six remaining suspects involved, Mohammad Amin and Sultan were already in custody for the Allama Hasan Turabi murder case, and Mufti Zakir and Rehmatullah were arrested on June 15. The Anti-Terrorism Court (ATC) issued non-bailable warrants of absconding accused against the other three on July 26. On 07/13/07, the case went to trial at the ATC under charges of sections of PPC, Explosive Substance Act, and the Anti-Terrorism Act 1997. On Aug. 28, the case was adjourned for Sept. 8.","“Pakistan suicide bombing kills 57,” Agence France Presse -- English, April 11, 2006.","ZARAR KHAN, “Death toll from suicide bombing in Karachi rises to 57, more than 100 injured,” Associated Press Worldstream, April 11, 2006.","“Pakistan: Authorities Claim Nishtar Park Suicide Bomber Identified,” Karachi Dawn (Internet Version-WWW) in English, June 16, 2007.","CETIS",0,0,0,0,""
"80686",200605280005,2006,5,28,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Datta Khel",32.906013,69.748012,1,0,"","05/28/2006: In one of two incidents in Pakistan’s North Waziristan region (200605280006), three people died, a soldier, policeman, and civilian, and three other soldiers were injured when a vehicle exploded at a checkpoint in Datta Khel. Authorities were not sure if the bomb went off on purpose, therefore a suicide bombing, or if it went of accidentally. No claim of responsibility was reported.",1,1,1,0,NA,".",1,1,1,3,"Bombing/Explosion",NA,".",NA,".",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Pakistan Police/Military Forces","Pakistan Police/Military Forces in North Waziristan",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","The car was blown up as police were searching it.  It is unknown how it was detonated, but the perpetrator was still in the vehicle at the time, so he could have triggered it.",3,0,1,3,0,0,1,3,"Minor (likely < $1 million)",NA,"The car that blew up must have been damaged and the checkpoint may also have been damaged.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"This was one of two incidents in North Waziristan on this day (200605280006), and one of a multitude of attacks in the nation of Pakistan.  It is unknown if the perpetrator meant to have the car blow up at the checkpoint.","“AFP: Two Security Officials Killed in Pakistan Tribal Area Blast 28 May,” Hong Kong AFP, May 28, 2006.","","","CETIS",-9,-9,0,-9,"200605280006"
"81020",200607150003,2006,7,15,"",0,"",153,"Pakistan",6,"South Asia","Sindh","Karachi",24.893379,67.028061,1,0,"","07/15/2006:A prominent Shi`i Cleric was assassinated by bombing in Karachi, Pakistan. The perpetrator of this incident was unknown. No claim of responsibility was reported.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",85,"Religious Figure","Shi`i Cleric","Allama Hassan Turabi",153,"Pakistan",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Unknown","Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,NA,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",3,0,0,0,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","“Suicide bomber assassinates prominent Shi`i cleric in Karachi.” The Independent.  July 15, 2006.","“Top Shi`i Leader in Pakistan Dies in Suicide Bombing”. The New York Times.  July 15, 2006.","“Bombing claims top Pakistani Shi`i”. The Huston Chronicle. July 15, 2006.","CETIS",-9,-9,0,-9,""
"81682",200611020002,2006,11,2,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.182125,67.000517,1,0,"","11/02.2006: A car bomb exploded near the police chief's headquarters in the southwestern Pakistani city of Quetta on Thursday, killing two policemen and wounding four other people, officials said. The suspected bomber also died in the blast. No group claimed responsibility",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",3,"Police",NA,".","Unknown","Unknown",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,NA,NA,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",3,0,1,5,0,0,-9,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Abdul Sattar, ""Car Bomb Kills 2 Policemen in Pakistan,"" Associated Press, November 2, 2006","Car bomb kills three near Pakistan police chief's office, Agence France Presse, November 2, 2006.","3 Killed, 5 Hurt in Explosion in S. Pakistan, Japan Economic Newswire, November 2, 2006","CETIS",-9,-9,0,-9,""
"81750",200611170002,2006,11,17,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Pishta Khara",33.963452,71.508556,1,0,"","11/17/2006: A suicide bomber blew himself up at a busy crossroads on the outskirts of Peshawar in northwestern Pakistan. The bomber detonated the device near a police station, killing himself and injuring two policemen. There was no immediate claim of responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",3,"Police",NA,".","Unknown","Unknown",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","Unknown",0,NA,NA,NA,NA,-9,NA,".",NA,NA,".",NA,NA,".",-9,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",1,0,1,2,0,0,1,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Riaz Khan, “Suspected Suicide Bom in Northwestern Pakiston Kills Civilians, Wounds 2 Policemen,” Associated Press Worldstream, November 17, 2006.","“Suicide Blast Injures Two Policemen in Pashawar,” Pajhwok Afghan News, November 17, 2006.","“17 Injured in Bomb Blast in Peshwar and Karachi,” The Press Trust of India, November 19, 2006.","CETIS",-9,-9,0,-9,""
"82136",200701260002,2007,1,26,"",0,"",153,"Pakistan",6,"South Asia","Islamabad Capital Territory","Islamabad",33.708988,73.053857,1,0,"","01/26/2007:  A man blew himself up outside the major Marriot hotel used by government officials and foreign dignitaries, killing himself and security guard along with inuring three others in Islamabad, Pakistan.  Western businesses like McDonalds and KFC have been a target of Islamic militants.  The Pakistani militant group, Al-Furqan, was believed to behind the attack.  No claim of responsibility was reported.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",1,"Business",NA,".","Civilians","Civilians near the incident",153,"Pakistan",1,"Business",8,"Hotel/Resort","Foreign Business","Marriot hotel",999,"Multinational",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","To attack western symbols and interests.",0,NA,NA,1,0,-9,NA,".",NA,NA,".",NA,NA,".",-9,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",2,0,1,3,0,0,1,3,"Minor (likely < $1 million)",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Salman Masood, ""Bomber strikes outside Islamabad hotel; Suicide attack kills guard and hurts 3,"" The International Herald Tribune, January 27, 2007.","","","CETIS",-9,-9,1,1,""
"82142",200701270001,2007,1,27,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Peshawar",34.009667,71.579994,1,0,"","01/27/2007:  At least fourteen Pakistani’s were killed, most of them policemen, and several others were wounded, when a suicide bomber detonated his explosives after being stopped by a police cordon near a Shi’i mosque in Peshawar, Pakistan.  A Shi’i procession was to come through within minutes.  No one or group has claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",3,"Police",25,"Police Security Forces/Officers","Police","Pakistani police",153,"Pakistan",14,"Private Citizens & Property",69,"Religion Identified","Civilians","Shi`i Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","To attack Pakistani security targets.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",15,0,1,NA,0,0,1,3,"Minor (likely < $1 million)",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Police commissioner was killed in the incident.","Ismail Khan, ""Bombing Kills 14 Pakistanis, Mostly Police,"" The New York Times, January 28, 2007.","""SUICIDE BOMBER KILLS 14 NEAR MOSQUE,"" The Statesman, January 28, 2007.","","CETIS",-9,-9,0,-9,""
"82156",200701290002,2007,1,29,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","Dera Ismail Khan",31.82851,70.907234,1,0,"","01/29/2007:  Two Pakistani policemen were killed and 7 others were wounded as a suicide attacker detonated his explosives in Dera Ismail Khan, Pakistan.  Police had set up a roadblock at the end of the street to check anyone entering the area.  The bomber refused to be frisked and as a result set of his explosives strapped to his body, which was near a Shi`i Muslim procession.  No group has claimed responsibility for the bombing.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",3,"Police",25,"Police Security Forces/Officers","Police","Pakistani police",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","To attack Pakistani police targets.",0,NA,NA,1,0,-9,NA,".",NA,NA,".",NA,NA,".",-9,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",3,0,1,7,0,0,-9,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Ishtiaq Mahsud, ""Suicide bomber kills 2 police in northwestern Pakistan in apparent anti-Shi`i attack,"" The Associated Press, January 29, 2007.","","","CETIS",-9,-9,0,-9,""
"82191",200702030012,2007,2,3,"",0,"",153,"Pakistan",6,"South Asia","North-West Frontier Province","dera ismail khan",31.82851,70.907234,1,0,"","02/03/2007: A suicide bomber in Dera ismail khan, Pakistan, drove a car bomb into a Pakistani army convoy, killing two soldiers and wounding six others.  No group claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",4,"Military",29,"Military Unit/Patrol/Convoy","Unknown","Pakistani army convoy",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",2,0,1,6,0,0,-9,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Edward F. Mickolus, Terrorism, 2005-2007: A Chronology  (Westport, CT: Praeger Security International) 2008.","","","CETIS",-9,-9,0,-9,""
